SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction
CC(C)CC(N)C(=O)O,-1.52,-1.59,0.4443999999999999,-1.59,0.54,0.63
O=C(O)c1ccc([N+](=O)[O-])cc1,1.89,1.69,1.293,1.69,1.55,1.33
CCOc1ccc(NC(C)=O)cc1,1.58,1.67,2.0437,1.67,1.68,1.28
Nc1ccccc1,0.9,1.08,1.2688,1.08,1.51,1.08
CC(N)=S,-0.26,-0.83,0.2924,-0.83,-0.32,0.07
NC(N)=S,-1.08,-1.31,-0.8113000000000001,-1.31,-1.43,-0.14
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1.86,1.56,1.7542999999999995,2.59,2.05,2
COP(=O)(OC)OC=C(Cl)Cl,1.43,0.6,2.680400000000001,0.6,1.25,0.47
CN(C)N=O,-0.57,-0.64,0.2293999999999999,-0.64,-0.41,0.09
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,2.75,2.76,4.087400000000003,2.81,3.6,3.29
CNC(=O)Oc1cccc2ccccc12,2.36,2.35,2.5580000000000007,2.35,3.03,2.5
CSCCC(N)C(=O)O,-1.87,-2.41,0.1513999999999998,-2.41,0.16,-0.27
Nc1ccc(S(N)(=O)=O)cc1,-0.62,-0.55,-0.0837999999999999,-0.55,0.29,-0.09
COC(=O)C1=CCCN(C)C1,0.35,0.78,0.4213,0.78,0.72,0.74
NC(Cc1ccccc1)C(=O)O,-1.41,-1.28,0.641,-1.51,1.25,0.96
NC(=O)NC(=O)Cc1ccccc1,0.87,0.7,0.4239999999999995,-0.13,1.17,0.65
Cc1cccc(NC(N)=O)c1,1.29,1.25,1.4856199999999995,1.25,1.6,1.23
CNC(=O)Oc1cccc(C(C)C)c1,2.63,2.63,2.528200000000001,2.63,2.92,2.79
NCCc1ccccc1,1.41,1.34,1.1878,1.34,1.92,1.26
NC(=O)Nc1ccccc1,0.83,0.71,1.1772000000000002,0.71,1.27,0.74
COc1ccc(CC(C)N)cc1,1.77,1.84,1.5849,1.84,1.93,1.62
CCO,-0.31,-0.14,-0.0014,-0.14,-0.17,-0.01
O=CO,-0.54,-0.46,-0.2991999999999999,-1.18,-1.43,-0.52
CC(=O)O,-0.17,0.09,0.0908999999999999,0.09,-0.39,-0.23
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.13,3.86,3.1952000000000016,3.86,3.01,3.06
CCOS(=O)(=O)OCC,1.14,1.14,0.3042000000000001,1.14,0.46,0.17
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34,2.41,1.78302,2.41,2.25,2.34
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,2.88,3.12,3.695900000000003,2.26,3.21,3.12
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1.3,1.86,2.8716000000000017,2.14,1.1,1.72
Cc1ncc(CO)c(CO)c1O,-0.77,-0.56,0.0802199999999998,-0.56,-0.72,-0.51
NC(=O)c1ccccc1O,1.28,1.03,0.4911,1.03,0.73,0.56
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-2.51,-2.46,-2.563,-0.89,-1.71,-2.4
Nc1ccc(C(=O)O)c(O)c1,0.89,0.98,0.6726000000000001,2.1,0.59,0.42
Cc1c[nH]c(=O)[nH]c1=O,-0.62,-0.32,-0.6283800000000002,-0.32,-0.43,-0.57
O=C(O)c1ccccc1,1.87,1.87,1.3848,1.87,1.7,1.43
O=C(O)c1cc(O)nc(O)n1,-0.83,-0.11,-0.4140000000000002,-1.14,-0.47,0.61
O=c1cc[nH]c(=O)[nH]1,-1.07,-0.87,-0.9368,-0.87,-0.84,-1.01
CCCCCC=O,1.78,1.8,1.7656,1.8,1.44,1.85
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,0.64,0.15,1.8982,0.49,2.09,1.34
c1cnc2c(c1)ccc1cccnc12,1.78,2.29,2.7830000000000004,1.97,1.82,2.2
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,2.07,1.92,2.9014000000000006,2.52,1.85,2.74
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.38,2.57,1.89532,2.88,1.95,1.79
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.55,0.08,1.0415,0.08,1.02,0.79
O=c1ccc2cc3ccoc3cc2o1,1.67,2.06,2.539200000000001,2.36,1.59,2.2
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,-0.47,-0.17,0.0734999999999999,0.83,0.15,0.18
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,-0.04,1.02,0.9739,-0.4,0.97,0.97
Cc1cc(C)[nH]n1,1.01,1.15,1.02654,1.15,0.5,0.7
O=C1CC(=O)NC(=O)N1,-1.47,-1.25,-1.2575000000000005,-0.08,-1.22,-1.05
CO,-0.77,-0.63,-0.3915,-0.63,-0.81,-0.36
CC(C)O,0.05,0.28,0.3871,0.28,0.35,0.37
CC(C)=O,-0.24,-0.24,0.5952999999999999,-0.23,0.2,-0.24
ClC(Cl)Cl,1.97,1.52,1.9864,1.52,1.82,1.62
CS(C)=O,-1.35,-1.22,-0.0052999999999999,-1.22,-0.32,-0.32
CS(C)(=O)=O,-1.41,-1.11,-0.3391999999999999,-1.11,-0.9,-0.22
ClC(Cl)(Cl)C(Cl)(Cl)Cl,4.14,4.03,3.7268,4.03,3.29,3.38
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.48,2.56,2.366800000000001,2.3,2.01,0.93
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.92,1.51,1.7620999999999998,1.57,1.66,1.11
O=C(O)CS,0.09,0.03,0.0008,0.03,-0.39,0.28
CN(C)C=O,-1.01,-0.93,-0.2956000000000001,-0.51,0.13,-0.37
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,2.97,2.99,3.4925000000000024,3.31,3.83,4.18
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,5.68,7.62,5.510300000000007,7.62,4.53,5.32
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-0.09,-0.34,0.8596000000000001,-0.34,0.89,0.82
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,4.62,5.8,5.340000000000002,5.8,5.21,4.89
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,-0.13,0.51,-0.8194999999999992,-0.83,-0.68,-0.82
O=c1[nH]cnc2nc[nH]c12,-1.11,-1.19,-0.3538,-2.19,-0.5,-0.4
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,3.17,3.08,3.838400000000002,2.22,3.21,2.84
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.36,4.13,4.308100000000003,4.12,2.95,4.44
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-0.8,-0.56,-1.3750000000000009,-2.13,-1.03,-1.24
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.35,1.45,0.3181000000000002,0.46,1.06,0.48
O=C(O)c1ccccc1O,2.26,2.24,1.0904000000000005,3.36,1.13,1.17
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,-0.73,-1.15,-1.0605000000000002,-0.54,-0.86,-0.72
NC(C(=O)O)c1ccccc1,-1.7,-1.77,0.7710000000000001,-2.14,0.93,0.63
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-2.17,-1.46,-1.7672000000000003,-1.06,-1.22,-1.76
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46,-0.23,-0.8039000000000005,-0.78,-0.23,-0.78
O=C(CBr)c1ccccc1,2.19,2.02,2.2642,2.02,2.3,2.46
NCCCC(N)C(=O)O,-4.22,-3.48,-0.8627999999999996,-3.48,-0.65,-1.14
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,7.54,6.92,6.609000000000002,7.15,4.8,7.26
NC(=O)CC(N)C(=O)O,-3.82,-4.99,-1.7262999999999993,-4.98,-1.55,-1.85
Cc1ccc(S(N)(=O)=O)cc1,0.82,0.92,0.6424200000000001,0.92,1.18,1.14
CCC(=O)c1ccc(O)cc1,2.03,1.68,1.9849,1.68,1.54,1.97
NC(Cc1cnc[nH]1)C(=O)O,-3.32,-3.22,-0.6359000000000001,-3.22,-0.84,-1.15
CCCO,0.25,0.35,0.3887,0.35,0.35,0.51
Nc1cc[nH]c(=O)n1,-1.73,-1.47,-0.6479000000000001,0.1,-0.84,-0.96
O=c1nc[nH]c(=O)[nH]1,-1.87,-1.27,-1.5418,-0.07,-0.46,-0.34
CCCCO,0.88,0.84,0.7787999999999999,0.84,0.8,0.97
CCCCCO,1.51,1.33,1.1689,1.33,1.21,1.43
c1ccccc1,2.13,1.99,1.6866,1.99,2.25,1.83
CC(Cl)(Cl)Cl,2.49,2.68,2.376500000000001,2.68,2.23,2.03
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1.85,2.04,3.247300000000002,0.68,1.66,3.1
CC[N+](CC)(CC)CC.[Br-],-2.82,-2.22,-1.1131999999999982,,,
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.05,0.72,1.5261,0.72,0.63,1.08
CC(C)C(N)C(=O)O,-2.26,-2.08,0.0543,-2.08,0.16,0.24
CC(O)C(N)C(=O)O,-2.94,-3.04,-1.2208999999999997,-4.04,-1.06,-1.11
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,5.08,5.67,5.205900000000002,6.18,4.27,4.97
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,6.02,5.87,5.929000000000003,6.39,5.93,5.75
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.51,6.0,6.187900000000003,6.8,5.85,5.93
CNCCC=C1c2ccccc2CCc2ccccc21,4.51,4.74,3.826400000000003,5.54,4.53,4.24
Nc1ncnc2[nH]cnc12,-0.09,-0.73,-0.0648999999999999,-0.88,-0.32,-0.58
CCC(C)C(N)C(=O)O,-1.72,-1.59,0.4443999999999999,-1.59,0.54,0.7
Nc1nc2[nH]cnc2c(=O)[nH]1,-0.91,-1.05,-0.7716000000000005,-2.64,-0.86,-0.94
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.89,1.82,1.6254000000000004,0.88,2.25,2.53
O=C(O)c1ccc(Cl)cc1,2.65,2.52,2.0382,2.52,2.3,2.1
N=C(N)NCCCC(N)C(=O)O,-4.2,-4.0,-1.338429999999999,-4,-0.72,-1.4
C,1.09,0.78,0.6361,0.23,1.12,1.38
CBr,1.19,1.18,1.0111,1.18,1.11,0.99
CC,1.81,1.32,1.0262,1.32,1.76,1.28
C=C,1.13,1.27,0.8022,1.27,0.7,0.95
C#C,0.37,0.5,0.2493999999999999,0.5,0.7,1.98
CCl,0.91,1.09,0.855,1.09,0.84,0.85
CI,1.51,1.59,1.0512,1.59,1.36,1.52
CN,-0.57,-0.64,-0.4251,-0.64,-0.81,-0.65
C#N,-0.25,-0.69,0.13978,0.36,-0.96,0.1
BrCBr,1.7,1.52,1.7337,1.52,1.82,1.5
CCBr,1.61,1.67,1.4012,1.67,1.6,1.34
ClCBr,1.41,1.43,1.5776,1.43,1.6,1.28
CCC,2.36,1.81,1.4163,1.81,2.28,1.74
C#CC,0.94,1.04,0.6395,1.31,1.22,1.92
CCCl,1.43,1.58,1.2451,1.58,1.36,1.2
CCI,2.0,2.08,1.4413,2.08,1.82,1.87
CCN,-0.13,-0.15,-0.0349999999999998,-0.15,-0.17,-0.3
CC#N,-0.34,-0.15,0.52988,-0.15,-0.32,0.04
CC=O,-0.34,-0.17,0.2052,-0.17,-0.32,-0.18
ClCCl,1.25,1.34,1.4215,1.34,1.36,1.07
FCF,0.2,0.71,0.8829,0.71,0.84,0.48
ICI,2.3,2.35,1.8139,2.35,2.23,2.3
NC=O,-1.51,-1.61,-0.8985000000000001,-1.19,-1.03,-0.78
S=C=S,1.94,1.94,1.0181,0.23,-0.05,1.65
C1CC1,1.72,1.7,1.1703,0.68,1.88,1.37
C1CO1,-0.3,-0.05,0.0166,-0.05,-0.56,-0.13
BrC(Br)Br,2.4,1.79,2.4547,1.79,2.42,2.23
CC(C)Br,2.14,2.08,1.7897,2.08,2.03,1.72
ClC(Cl)Br,2.0,1.61,2.1425,1.61,2.03,1.82
CC(C)C,2.76,2.23,1.6623,2.23,2.73,1.99
CC(C)Cl,1.9,2.0,1.6336,2,1.82,1.57
CC(C)I,2.89,2.5,1.8298,2.5,2.23,2.25
CC(C)N,0.26,0.27,0.3535,0.27,0.35,0.08
CC(Cl)Cl,1.79,1.76,1.81,1.76,1.82,1.25
C=C(Cl)Cl,2.13,2.12,1.9352,2.12,1.67,1.69
CC(F)F,0.75,1.13,1.2714,1.13,1.36,0.66
C=C(F)F,1.24,1.24,1.3965999999999998,1.24,1.22,1.11
FC(Cl)Cl,1.55,1.21,1.7171,1.21,1.6,1.42
FC(F)Cl,1.08,0.89,1.4478,0.89,1.36,1.22
FC(F)F,0.64,0.58,1.1785,0.58,1.11,1.03
CN(C)C,0.16,0.04,0.1777999999999999,0.04,0.35,0.32
C[N+](=O)[O-],-0.35,-0.04,-0.1071,-0.04,-0.58,0.29
CC1CO1,0.03,0.37,0.4051,0.37,-0.05,0.25
FC(F)(F)Br,1.86,1.59,1.9011,1.59,1.82,2.83
CC(C)(C)N,0.4,0.72,0.7436,0.72,0.8,0.28
CC(C)(C)O,0.35,0.73,0.7771999999999999,0.73,0.8,0.57
FC(Cl)(Cl)Cl,2.53,2.13,2.2836,2.13,2.03,3.3
FC(F)(Cl)Cl,2.16,1.82,2.0143,1.82,1.82,3.01
FC(F)(F)Cl,1.65,1.5,1.745,1.5,1.6,2.72
FC(F)(F)F,1.18,1.19,1.4756999999999998,1.19,1.36,2.44
C[Si](C)(C)C,3.24,2.72,1.9544,2.72,1.82,1.93
OCC(Br)(Br)Br,2.1,1.48,1.8172,1.48,1.77,1.85
CCC(C)(C)C,3.82,3.18,2.442500000000001,3.18,3.52,2.65
CC(C)(C)CO,1.31,1.22,1.0248,1.22,1.21,1.11
CCC(C)(C)O,0.89,1.22,1.1673,1.22,1.21,1.1
O=CC(Cl)(Cl)Cl,0.99,1.19,1.5555,1.19,1.06,1.5
OCC(F)(F)F,0.41,0.27,0.5410000000000001,0.27,0.58,0.65
CC(=O)C(C)(C)C,1.2,1.13,1.6215,1.13,1.44,1.3
CC(C)(C)C(=O)O,1.48,1.45,1.1171,1.45,1,1.32
CC(Cl)(Cl)C(=O)O,0.7799999999999999,1.68,1.2648,1.68,1,0.9
ClC(Cl)C(Cl)(Cl)Cl,3.22,3.11,3.1603000000000003,3.11,2.96,2.89
O=C(O)C(Cl)(Cl)Cl,1.33,1.44,1.4412,1.44,1,1.45
O=[N+]([O-])C(Cl)(Cl)Cl,2.09,1.32,1.5908,1.32,1.04,3.29
FC(F)(Cl)C(F)(Cl)Cl,3.16,3.09,2.9189,3.09,2.78,2.79
FC(F)(Cl)C(F)(F)Cl,2.82,2.78,2.6495999999999995,2.78,2.6,2.59
FC(F)(F)C(F)(F)F,2.0,2.15,2.111,2.16,2.23,2.2
CC12CCC(CC1=O)C2(C)C,2.38,3.04,2.401700000000001,2.68,2.36,1.94
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.53,2.69,2.4188000000000005,2.43,1.91,1.09
COC(F)(F)C(Cl)Cl,2.21,2.02,2.0293,2.02,1.59,2.14
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.83,0.1,0.7451999999999994,-0.06,0.88,0.78
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,2.38,2.49,3.332200000000002,2.55,3.2,2.5
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,6.1,5.86,5.2415,5.86,5.12,4.24
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,1.19,1.28,1.5011,2.3,1.9,1.64
C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O,1.51,2.03,0.8810999999999996,2.22,1.27,1.16
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1.97,2.36,1.3510999999999995,2.55,1.35,1.97
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,2.1,2.0,1.3894,0.99,1.16,2.57
CCCC(C)C1(CC)C(=O)N=C(S)NC1=O,2.85,2.87,1.7612,2.4,2.72,3.19
CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.97,1.02,0.4047999999999999,1.21,0.57,1
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,5.25,5.58,5.217300000000003,6.1,5.62,5.48
OC(c1ccccc1)(c1ccccc1)c1ccccc1,3.68,4.38,3.970800000000003,4.38,4.38,4.28
O=C(O)C(O)(c1ccccc1)c1ccccc1,2.3,2.24,2.0071000000000003,2.24,2.41,2.36
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.91,0.84,0.3103000000000001,0.58,0.9,0.86
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,3.93,4.17,4.292000000000004,4.17,4.1,4.32
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1.15,1.38,0.5709000000000001,1.57,0.78,1.06
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.24,0.45,1.0271,1.51,1.93,0.42
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.11,3.41,3.080400000000002,4.09,3.4,3.42
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2.89,3.06,3.560100000000002,4.12,3.36,3.96
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,4.69,4.89,4.331900000000004,5.34,4.01,4.54
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,2.83,3.45,2.806700000000001,3.45,2.77,2.69
CCC1(c2ccccc2)CCC(=O)NC1=O,1.9,1.74,1.771,1.52,1.92,2.03
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.23,3.23,1.5159999999999998,2.93,1.33,2.87
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,1.59,0.9389999999999998,1.78,0.87,1.66
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.46,2.57,1.7191999999999998,2.76,1.44,2.57
CCC1(CC)C(=O)NC(=S)NC1=O,1.5,1.47,0.3236999999999997,1.17,0.23,1.64
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.85,1.01,0.9242000000000008,1.01,1.9,1.51
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,5.04,4.63,4.5523,5.33,3.56,3.5
CCC(Br)(CC)C(=O)NC(N)=O,1.54,1.52,1.1349999999999998,0.58,1.28,1.47
CCC1(C)CC(=O)NC1=O,0.38,0.51,0.4491999999999999,0.99,0.39,0.54
CC1(C)NC(=O)NC1=O,-0.48,-0.27,-0.3956000000000001,1.09,-0.34,-0.36
CCOP(=O)(C#N)N(C)C,0.38,0.29,1.25868,-0.51,-0.35,-0.38
O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.64,-1.67,-1.2485000000000004,-2.27,-1.17,-1.4
CCC(CO)(CO)CO,-1.48,0.19,-0.6403000000000001,-0.81,-0.13,-0.62
C#CC1(O)CCCCC1,1.73,1.81,1.3148,2.08,1.74,2.55
CCOP(=O)(CC)OCC,0.66,0.89,2.2724,0.89,0.94,0.54
CCOP(=O)(OCC)OCC,0.8,0.87,2.204,0.87,1.35,0.7
CCCCSP(=O)(SCCCC)SCCCC,5.7,5.75,6.694400000000005,5.75,3.32,5.87
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.75,3.0,4.594400000000005,3,2.44,3.24
CC1=CC(=O)CC(C)(C)C1,1.7,2.62,2.3218000000000005,2.33,1.95,2.06
CCO[Si](C)(C)OCC,0.61,1.57,1.7612,1.57,0.71,2.32
CC(C)(C#N)N=NC(C)(C)C#N,1.1,2.87,2.04296,1.82,0.21,1.26
C=CC(C)(O)CCC=C(C)C,2.97,3.38,2.6698000000000013,3.38,2.64,2.74
C=CC(=C)C,2.42,2.58,1.7485,2.58,1.97,1.86
CC(C)CN,0.73,0.76,0.6011000000000001,0.76,0.8,0.54
CC(C)C#N,0.46,0.76,1.16598,0.76,0.65,1.17
CC(C)CO,0.76,0.77,0.6347,0.77,0.8,0.83
CCC(C)Cl,2.33,2.49,2.0237,2.49,2.23,2.1
CC(Cl)CCl,1.98,2.25,1.8525,2.25,2.23,1.89
CCC(C)O,0.61,0.77,0.7771999999999999,0.77,0.8,0.89
CCC(C)=O,0.29,0.26,0.9854,0.26,0.65,0.42
CC(O)CN,-0.96,-1.19,-0.6741000000000001,-1.19,-0.53,-0.81
CC(O)C#N,-0.94,-1.19,-0.10922,-1.19,-0.68,-0.04
ClCC(Cl)Cl,1.89,2.01,2.0289,2.01,2.23,1.96
ClC=C(Cl)Cl,2.42,2.47,2.5017000000000005,2.47,2.08,1.74
CCC(N)=O,-0.66,-0.67,-0.1182999999999999,-0.67,-0.27,-0.17
C=CC(N)=O,-0.67,-0.81,-0.3423,-0.81,-0.38,-0.13
NC(=O)CCl,-0.53,-0.58,-0.2895000000000001,-0.91,-0.27,-0.09
O=C(O)CBr,0.41,0.43,0.4659,0.43,0.37,0.66
CCC(=O)O,0.33,0.58,0.481,0.58,0.13,0.44
C=CC(=O)O,0.35,0.44,0.2569999999999999,0.44,0.03,0.47
O=C(O)CCl,0.22,0.34,0.3098,0.34,0.13,0.52
O=C(O)CO,-1.11,-1.07,-0.9367,-1.07,-1.22,-0.69
CNC(C)=O,-1.05,-0.7,-0.2477,-0.7,-0.27,-0.63
COC(C)=O,0.18,0.37,0.1793,0.37,0.13,0.02
CC[N+](=O)[O-],0.18,0.45,0.2829999999999999,0.45,0.06,0.64
CC(C)C(C)C,3.42,3.14,2.2984,3.14,3.52,2.7
CC(C)C(=O)O,0.94,1.0,0.727,1,0.59,0.9
ClC(Cl)C(Cl)Cl,2.39,2.19,2.5938,2.19,2.6,2.4
C=C(C)C(N)=O,-1.11,-0.26,0.0478000000000001,-0.26,0.07,0.31
C=C(C)C(=O)O,0.93,0.99,0.6471,0.99,0.48,0.91
O=C(O)C(Cl)Cl,0.92,0.52,0.8747,0.52,0.59,0.96
CC(C)[N+](=O)[O-],0.93,0.87,0.6715,0.87,0.58,1.02
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-0.9,-2.87,-1.2435999999999992,-5,-2.38,-2.11
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.32,3.64,3.423700000000002,4.16,3.31,3.73
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.97,0.77,1.6838000000000002,0.77,1.66,1.44
Cc1ccc(S(=O)(=O)N(C)N=O)cc1,0.58,0.92,1.29692,0.92,1.46,1.73
NNS(=O)(=O)c1ccccc1,-0.14,0.01,-0.1614000000000002,-1.13,0.84,0.55
CC(=O)OC(C)(C)C1CC=C(C)CC1,3.96,4.34,3.0745000000000013,4.34,2.75,2.79
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.32,0.2,0.8681999999999999,0.2,1.1,1.53
CCOS(=O)(=O)c1ccc(C)cc1,1.81,1.96,1.72022,2.32,1.84,2.04
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,5.5,5.88,4.805200000000005,5.88,4.31,5.37
CC1=CCC2CC1C2(C)C,4.583333333333334,4.27,2.9987000000000013,4.61,3.37,2.87
CCC(Br)C(=O)O,1.42,1.34,1.2445,1.34,1.19,1.56
CCC(N)C(=O)O,-2.54,-2.5,-0.1916999999999999,-2.5,-0.25,-0.08
C=C(C)C(=O)OC,1.38,1.28,0.7355,1.28,0.89,1.17
CN(C)C(=N)N(C)C,0.41,-0.28,0.0443699999999998,-0.27,0.57,-0.3
Nc1c(S(=O)(=O)O)ccc2ccccc12,-0.97,-0.91,1.6687,-0.91,1.44,0.96
O=C1NS(=O)(=O)c2ccccc21,0.91,0.45,0.1186999999999999,0.45,0.43,0.36
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,-1.7,-1.42,1.5148000000000004,-3.63,0.93,0.25
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,4.3,4.31,3.6199400000000033,4.31,3.28,3.73
Nc1ccc2ccccc2c1S(=O)(=O)O,-1.16,-0.91,1.6687,-0.91,1.44,0.96
Cc1cccc(C)c1[N+](=O)[O-],2.95,2.91,2.21164,2.91,2.48,2.7
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,2.02,3.52,3.4487000000000028,3.86,3.28,2.89
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.7,2.23,3.609600000000002,2.53,2.67,2.66
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-],1.95,1.85,3.928700000000004,,,
OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27,3.49,3.7703000000000015,4,3.43,3.95
O=C1c2ccccc2-c2cccc3cccc1c23,4.81,4.73,4.051200000000002,4.73,3.91,3.92
O=C(O)C1c2ccccc2Oc2ccccc21,2.23,3.36,3.0088000000000017,2.99,2.41,2.69
CNc1cccc2c1C(=O)c1ccccc1C2=O,4.1,4.07,2.5037000000000003,2.97,2.04,2.84
Nc1cccc2c1C(=O)c1ccccc1C2=O,3.74,3.53,2.0442,2.43,1.79,2.24
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,4.270000000000001,4.85,4.083000000000003,2.95,3.33,4.09
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64,5.03,4.8618,5.03,4.2,5.05
O=C1C(=O)c2cccc3cccc1c23,1.95,2.97,2.2188,1.24,1.9,2.2
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.64,4.35,4.209900000000002,3.99,4.29,4.29
O=C1c2ccccc2C(=O)C1c1ccccc1,2.9,2.81,2.849400000000001,2.38,2.61,2.82
O=C1CCC(=O)N1c1ccccc1,0.06,0.16,1.34,0.64,1.07,0.99
c1cc2c3c(cccc3c1)CC2,3.92,4.15,2.938400000000001,4.15,3.96,3.34
Cc1c[nH]c2ccccc12,2.6,2.6,2.4763200000000003,2.6,2.07,2.61
Cc1cccc(C(=O)O)c1O,2.86,2.79,1.39882,3.91,1.47,1.65
Cc1cccc([N+](=O)[O-])c1C,2.83,2.91,2.21164,2.91,2.48,2.7
Cc1c(Cl)cccc1[N+](=O)[O-],3.09,3.0,2.556620000000001,3,2.75,2.88
